,data,percent,player,rank
537,0.67,4.3,Overdoes69,557
538,1,null,Overdoes69,24168
539,1,7.0,Overdoes69,11883
540,51,0.3,Overdoes69,2868
541,81,0.5,Overdoes69,5297
542,15,0.7,Overdoes69,1611
543,3,null,Overdoes69,4417
544,0,100.0,Overdoes69,0
545,7,0.7,Overdoes69,29748
546,1900.22,13.0,Overdoes69,71515
547,1900.22,13.0,Overdoes69,71515
548,1226.63,15.0,Overdoes69,5962
549,1609,0.2,Overdoes69,160
550,86365.22,0.8,Overdoes69,16365
551,63210.94,1.3,Overdoes69,29139
552,149576.2,0.9,Overdoes69,21034
553,2399.03,12.0,Overdoes69,3257
554,1755.86,23.0,Overdoes69,29119
555,412.34,1.5,Overdoes69,8469
556,75,2.3,Overdoes69,41717
557,15,0.4,Overdoes69,7746
558,147,0.3,Overdoes69,3705
559,21316.79,0.3,Overdoes69,2881
560,96,0.3,Overdoes69,3558
561,3.15,11.0,KFC666de6,5530
562,20,8.0,KFC666de6,2432
563,64326.23,0.4,KFC666de6,9597
564,50,1.4,KFC666de6,33605
565,10,0.2,KFC666de6,192
566,0.33,16.0,KFC666de6,16358
567,30,0.2,KFC666de6,2725
568,60,12.0,KFC666de6,1946
569,40,2.3,KFC666de6,49349
570,1920,0.2,KFC666de6,195
571,1963.48,0.2,KFC666de6,1867
572,92,0.6,KFC666de6,0
573,342.04,13.0,KFC666de6,5838
574,1.62,3.9,KFC666de6,1345
575,1.02,58.0,KFC666de6,132606
576,2.52,15.0,KFC666de6,8706
577,5827.69,5.0,KFC666de6,1260
578,0.46,10.0,KFC666de6,1187
579,0,100.0,KFC666de6,38909
580,0,100.0,KFC666de6,77250
581,1286.52,13.0,KFC666de6,2057
582,0.6,12.0,KFC666de6,1946
583,126,0.5,KFC666de6,642
584,17,1.3,KFC666de6,19915
585,0,100.0,KFC666de6,62710
586,0,100.0,KFC666de6,77250
587,81,0.2,KFC666de6,1029
588,0.64,4.4,KFC666de6,843
589,2,null,KFC666de6,9410
590,0,100.0,KFC666de6,38909
591,4,45.0,KFC666de6,33738
592,21,11.0,KFC666de6,82111
593,11,4.2,KFC666de6,9820
594,2,null,KFC666de6,25653
595,0,100.0,KFC666de6,0
596,8,0.4,KFC666de6,29748
597,2041.24,1.2,KFC666de6,9032
598,2041.24,1.2,KFC666de6,9032
599,1286.53,13.0,KFC666de6,3065
600,1596,0.2,KFC666de6,192
601,126501.4,0.3,KFC666de6,5749
602,164883.3,0.2,KFC666de6,2761
603,291384.7,0.2,KFC666de6,3385
604,2530.03,10.0,KFC666de6,1564
605,3297.67,6.0,KFC666de6,3126
606,343.61,3.6,KFC666de6,19261
607,51,6.0,KFC666de6,79545
608,23,0.1,KFC666de6,1856
609,109,0.6,KFC666de6,10947
610,17101.76,0.4,KFC666de6,6260
611,76,0.5,KFC666de6,8093
612,3.59,9.0,DouYu1043968,3664
613,12.62,12.0,DouYu1043968,9071
614,120943.3,0.1,DouYu1043968,3542
615,103,0.2,DouYu1043968,13406
616,13,0.2,DouYu1043968,353
617,0.22,18.0,DouYu1043968,41153
618,58,0.1,DouYu1043968,792
619,56.31,12.0,DouYu1043968,2389
620,90,0.2,DouYu1043968,17753
621,1898,0.2,DouYu1043968,263
622,2001.96,0.1,DouYu1043968,1757
623,52,0.6,DouYu1043968,0
624,412.06,9.0,DouYu1043968,2617
625,0.57,18.0,DouYu1043968,12062
626,2.8,20.0,DouYu1043968,13588
627,3.14,10.0,DouYu1043968,3462
628,2968.9,35.0,DouYu1043968,41611
629,0.37,13.0,DouYu1043968,6334
630,0,100.0,DouYu1043968,38909
631,0.01,17.0,DouYu1043968,73576
632,1174.21,18.0,DouYu1043968,5814
633,0.56,12.0,DouYu1043968,2389
634,323,0.1,DouYu1043968,176
635,62,0.1,DouYu1043968,1065
636,0,100.0,DouYu1043968,62710
637,1,17.0,DouYu1043968,33921
638,59,0.3,DouYu1043968,3725
639,0.18,45.0,DouYu1043968,99155
640,4,null,DouYu1043968,24168
641,0,100.0,DouYu1043968,38909
642,27,2.6,DouYu1043968,67708
643,75,0.7,DouYu1043968,873
644,11,4.2,DouYu1043968,9820
645,4,null,DouYu1043968,554
646,0,100.0,DouYu1043968,0
647,11,0.1,DouYu1043968,19451
648,2191.24,0.2,DouYu1043968,27229
649,2191.24,0.2,DouYu1043968,27229
650,1174.21,18.0,DouYu1043968,7874
651,1557,0.2,DouYu1043968,353
652,202154.1,0.1,DouYu1043968,3431
653,103642.4,0.4,DouYu1043968,24502
654,305796.5,0.1,DouYu1043968,8234
655,1962.66,22.0,DouYu1043968,10620
656,1006.24,47.0,DouYu1043968,91633
657,499.41,0.5,DouYu1043968,3035
658,288,0.1,DouYu1043968,3475
659,38,0.1,DouYu1043968,1335
660,337,0.1,DouYu1043968,915
661,42441.97,0.1,DouYu1043968,1027
662,198,0.1,DouYu1043968,1214
663,10.56,0.9,Hero_SG,68
664,40.48,3.0,Hero_SG,173
